GEOG_ID,AIRO_AI_ID,ED_Ward,ED_WARD_ID,County_UD,Country,House/Bungalow,Flat/Apartment/BedSit,Caravan/Mobile home/Temperory,% House/Bungalow,% Flat/Apartment/BedSit,% Caravan/Mobile home/Temperory
N00001962,20450,Ballysally,95JJ03,Coleraine,NI,81,8,0,91,9,0
N00001963,20451,Ballysally,95JJ03,Coleraine,NI,60,14,0,81.1,18.9,0
N00001964,20452,Ballysally,95JJ03,Coleraine,NI,110,10,0,91.7,8.3,0
N00001965,20453,Castlerock,95JJ04,Coleraine,NI,171,1,3,97.7,0.6,1.7
N00001966,20454,Castlerock,95JJ04,Coleraine,NI,188,0,0,100,0,0
N00001967,20455,Castlerock,95JJ04,Coleraine,NI,169,4,0,97.7,2.3,0
N00001968,20456,Castlerock,95JJ04,Coleraine,NI,155,1,0,99.4,0.6,0
N00001969,20457,Castlerock,95JJ04,Coleraine,NI,298,126,0,70.3,29.7,0
N00001970,20458,Castlerock,95JJ04,Coleraine,NI,121,8,0,93.8,6.2,0
N00001971,20459,Castlerock,95JJ04,Coleraine,NI,188,0,0,100,0,0
N00001972,20460,Castlerock,95JJ04,Coleraine,NI,189,3,0,98.4,1.6,0
N00001973,20461,Central,95JJ05,Coleraine,NI,103,107,0,49,51,0
N00001974,20462,Central,95JJ05,Coleraine,NI,103,34,0,75.2,24.8,0
N00001975,20463,Central,95JJ05,Coleraine,NI,125,24,0,83.9,16.1,0
N00001976,20464,Central,95JJ05,Coleraine,NI,173,77,0,69.2,30.8,0
N00001977,20465,Central,95JJ05,Coleraine,NI,108,11,0,90.8,9.2,0
N00001978,20466,Central,95JJ05,Coleraine,NI,139,3,0,97.9,2.1,0
N00001979,20467,Churchland,95JJ06,Coleraine,NI,113,17,0,86.9,13.1,0
N00001980,20468,Churchland,95JJ06,Coleraine,NI,112,9,0,92.6,7.4,0
N00001981,20469,Churchland,95JJ06,Coleraine,NI,61,97,0,38.6,61.4,0
N00001982,20470,Churchland,95JJ06,Coleraine,NI,281,29,0,90.6,9.4,0
N00001983,20471,Churchland,95JJ06,Coleraine,NI,112,18,0,86.2,13.8,0
N00001984,20472,Churchland,95JJ06,Coleraine,NI,135,0,0,100,0,0
N00001985,20473,Churchland,95JJ06,Coleraine,NI,90,31,0,74.4,25.6,0
N00001986,20474,Cross Glebe,95JJ07,Coleraine,NI,153,33,0,82.3,17.7,0
N00001987,20475,Cross Glebe,95JJ07,Coleraine,NI,163,3,0,98.2,1.8,0
N00001988,20476,Cross Glebe,95JJ07,Coleraine,NI,140,6,0,95.9,4.1,0
N00001989,20477,Cross Glebe,95JJ07,Coleraine,NI,131,0,0,100,0,0
N00001990,20478,Cross Glebe,95JJ07,Coleraine,NI,107,3,0,97.3,2.7,0
N00001991,20479,Cross Glebe,95JJ07,Coleraine,NI,136,1,0,99.3,0.7,0
N00001992,20480,Cross Glebe,95JJ07,Coleraine,NI,96,44,0,68.6,31.4,0
N00001993,20481,Cross Glebe,95JJ07,Coleraine,NI,115,3,0,97.5,2.5,0
N00001994,20482,Dundooan,95JJ08,Coleraine,NI,139,1,1,98.6,0.7,0.7
N00001995,20483,Dundooan,95JJ08,Coleraine,NI,146,1,0,99.3,0.7,0
N00001996,20484,Dundooan,95JJ08,Coleraine,NI,128,0,0,100,0,0
N00001997,20485,Dundooan,95JJ08,Coleraine,NI,149,1,1,98.7,0.7,0.7
N00001998,20486,Dundooan,95JJ08,Coleraine,NI,148,11,0,93.1,6.9,0
N00001999,20487,Dundooan,95JJ08,Coleraine,NI,490,35,0,93.3,6.7,0
N00002000,20488,Dundooan,95JJ08,Coleraine,NI,148,7,0,95.5,4.5,0
N00002001,20489,Dunluce,95JJ09,Coleraine,NI,140,1,0,99.3,0.7,0
N00002002,20490,Dunluce,95JJ09,Coleraine,NI,142,0,0,100,0,0
N00002003,20491,Dunluce,95JJ09,Coleraine,NI,117,4,0,96.7,3.3,0
N00002004,20492,Dunluce,95JJ09,Coleraine,NI,158,2,1,98.1,1.2,0.6
N00002005,20493,Dunluce,95JJ09,Coleraine,NI,215,33,1,86.3,13.3,0.4
N00002006,20494,Dunluce,95JJ09,Coleraine,NI,218,36,0,85.8,14.2,0
N00002007,20495,Dunluce,95JJ09,Coleraine,NI,231,44,0,84,16,0
N00002008,20496,Garvagh,95JJ10,Coleraine,NI,255,38,0,87,13,0
N00002009,20497,Garvagh,95JJ10,Coleraine,NI,135,5,0,96.4,3.6,0
N00002010,20498,Garvagh,95JJ10,Coleraine,NI,157,1,0,99.4,0.6,0
N00002011,20499,Garvagh,95JJ10,Coleraine,NI,177,1,2,98.3,0.6,1.1
N00002012,20500,Garvagh,95JJ10,Coleraine,NI,172,0,0,100,0,0
N00002013,20501,Garvagh,95JJ10,Coleraine,NI,126,0,1,99.2,0,0.8
N00002014,20502,Hopefield,95JJ11,Coleraine,NI,418,6,0,98.6,1.4,0
N00002015,20503,Hopefield,95JJ11,Coleraine,NI,139,0,0,100,0,0
N00002016,20504,Hopefield,95JJ11,Coleraine,NI,97,23,0,80.8,19.2,0
N00002017,20505,Hopefield,95JJ11,Coleraine,NI,140,0,0,100,0,0
N00002018,20506,Hopefield,95JJ11,Coleraine,NI,751,13,0,98.3,1.7,0
N00002019,20507,Hopefield,95JJ11,Coleraine,NI,139,31,0,81.8,18.2,0
N00002020,20508,Hopefield,95JJ11,Coleraine,NI,141,0,1,99.3,0,0.7
N00002021,20509,Kilrea,95JJ12,Coleraine,NI,159,1,1,98.8,0.6,0.6
N00002022,20510,Kilrea,95JJ12,Coleraine,NI,142,11,0,92.8,7.2,0
N00002023,20511,Kilrea,95JJ12,Coleraine,NI,150,3,2,96.8,1.9,1.3
N00002024,20512,Kilrea,95JJ12,Coleraine,NI,164,2,0,98.8,1.2,0
N00002025,20513,Kilrea,95JJ12,Coleraine,NI,80,48,0,62.5,37.5,0
N00002026,20514,Kilrea,95JJ12,Coleraine,NI,168,5,0,97.1,2.9,0
N00002027,20515,Kilrea,95JJ12,Coleraine,NI,94,21,0,81.7,18.3,0
N00002028,20516,Knocklynn,95JJ13,Coleraine,NI,439,1,0,99.8,0.2,0
N00002029,20517,Knocklynn,95JJ13,Coleraine,NI,241,1,0,99.6,0.4,0
N00002030,20518,Knocklynn,95JJ13,Coleraine,NI,123,1,0,99.2,0.8,0
N00002031,20519,Knocklynn,95JJ13,Coleraine,NI,126,0,0,100,0,0
N00002032,20520,Knocklynn,95JJ13,Coleraine,NI,184,19,0,90.6,9.4,0
N00002033,20521,Knocklynn,95JJ13,Coleraine,NI,111,1,0,99.1,0.9,0
N00002034,20522,Knocklynn,95JJ13,Coleraine,NI,124,1,0,99.2,0.8,0
N00002035,20523,Knocklynn,95JJ13,Coleraine,NI,133,12,0,91.7,8.3,0
N00002036,20524,Macosquin,95JJ14,Coleraine,NI,136,1,0,99.3,0.7,0
N00002037,20525,Macosquin,95JJ14,Coleraine,NI,188,0,1,99.5,0,0.5
N00002038,20526,Macosquin,95JJ14,Coleraine,NI,159,1,0,99.4,0.6,0
N00002039,20527,Macosquin,95JJ14,Coleraine,NI,130,0,0,100,0,0
N00002040,20528,Macosquin,95JJ14,Coleraine,NI,130,0,0,100,0,0
N00002041,20529,Macosquin,95JJ14,Coleraine,NI,124,0,0,100,0,0
N00002042,20530,Mount Sandel,95JJ15,Coleraine,NI,124,9,0,93.2,6.8,0
N00002043,20531,Mount Sandel,95JJ15,Coleraine,NI,114,49,0,69.9,30.1,0
N00002044,20532,Mount Sandel,95JJ15,Coleraine,NI,207,108,0,65.7,34.3,0
N00002045,20533,Mount Sandel,95JJ15,Coleraine,NI,135,11,0,92.5,7.5,0
N00002046,20534,Mount Sandel,95JJ15,Coleraine,NI,110,4,0,96.5,3.5,0
N00002047,20535,Portstewart,95JJ16,Coleraine,NI,166,39,0,81,19,0
N00002048,20536,Portstewart,95JJ16,Coleraine,NI,97,39,0,71.3,28.7,0
N00002049,20537,Portstewart,95JJ16,Coleraine,NI,124,54,0,69.7,30.3,0
N00002050,20538,Portstewart,95JJ16,Coleraine,NI,80,38,0,67.8,32.2,0
N00002051,20539,Portstewart,95JJ16,Coleraine,NI,215,288,1,42.7,57.1,0.2
N00002052,20540,Portstewart,95JJ16,Coleraine,NI,141,23,0,86,14,0
N00002053,20541,Portstewart,95JJ16,Coleraine,NI,110,17,0,86.6,13.4,0
N00002054,20542,Ringsend,95JJ17,Coleraine,NI,163,1,0,99.4,0.6,0
N00002055,20543,Ringsend,95JJ17,Coleraine,NI,168,2,0,98.8,1.2,0
N00002056,20544,Ringsend,95JJ17,Coleraine,NI,172,0,0,100,0,0
N00002057,20545,Ringsend,95JJ17,Coleraine,NI,149,0,0,100,0,0
N00002058,20546,Ringsend,95JJ17,Coleraine,NI,196,4,1,97.5,2,0.5
N00002059,20547,Royal Portrush,95JJ18,Coleraine,NI,107,26,0,80.5,19.5,0
N00002060,20548,Royal Portrush,95JJ18,Coleraine,NI,273,426,0,39.1,60.9,0
N00002061,20549,Royal Portrush,95JJ18,Coleraine,NI,321,150,0,68.2,31.8,0
N00002062,20550,Royal Portrush,95JJ18,Coleraine,NI,132,5,0,96.4,3.6,0
N00002063,20551,Strand,95JJ19,Coleraine,NI,152,2,0,98.7,1.3,0
N00002064,20552,Strand,95JJ19,Coleraine,NI,322,17,0,95,5,0
N00002065,20553,Strand,95JJ19,Coleraine,NI,137,41,0,77,23,0
N00002066,20554,Strand,95JJ19,Coleraine,NI,185,33,0,84.9,15.1,0
N00002067,20555,Strand,95JJ19,Coleraine,NI,373,54,1,87.1,12.6,0.2
N00002068,20556,Strand,95JJ19,Coleraine,NI,152,3,0,98.1,1.9,0
N00002069,20557,The Cuts,95JJ20,Coleraine,NI,169,5,0,97.1,2.9,0
N00002070,20558,The Cuts,95JJ20,Coleraine,NI,432,2,0,99.5,0.5,0
N00002071,20559,The Cuts,95JJ20,Coleraine,NI,142,0,0,100,0,0
N00002072,20560,The Cuts,95JJ20,Coleraine,NI,116,1,0,99.1,0.9,0
N00002073,20561,The Cuts,95JJ20,Coleraine,NI,97,24,0,80.2,19.8,0
N00002074,20562,The Cuts,95JJ20,Coleraine,NI,323,12,0,96.4,3.6,0
N00002075,20563,The Cuts,95JJ20,Coleraine,NI,130,0,0,100,0,0
N00002076,20564,The Cuts,95JJ20,Coleraine,NI,96,11,0,89.7,10.3,0
N00002077,20565,The Cuts,95JJ20,Coleraine,NI,115,1,0,99.1,0.9,0
N00002078,20566,University,95JJ21,Coleraine,NI,119,0,0,100,0,0
N00002079,20567,University,95JJ21,Coleraine,NI,288,16,0,94.7,5.3,0
N00002080,20568,University,95JJ21,Coleraine,NI,117,16,0,88,12,0
N00002081,20569,University,95JJ21,Coleraine,NI,109,22,0,83.2,16.8,0
N00002082,20570,University,95JJ21,Coleraine,NI,297,42,0,87.6,12.4,0
N00002083,20571,Waterside,95JJ22,Coleraine,NI,134,0,0,100,0,0
N00002084,20572,Waterside,95JJ22,Coleraine,NI,171,4,0,97.7,2.3,0
N00002085,20573,Waterside,95JJ22,Coleraine,NI,203,10,0,95.3,4.7,0
N00002086,20574,Waterside,95JJ22,Coleraine,NI,176,2,0,98.9,1.1,0
N00002087,20575,Waterside,95JJ22,Coleraine,NI,69,68,0,50.4,49.6,0
N00002088,20576,Waterside,95JJ22,Coleraine,NI,142,16,0,89.9,10.1,0
N00002089,20577,Waterside,95JJ22,Coleraine,NI,139,0,0,100,0,0
N00002090,20578,Ardboe,95KK01,Cookstown,NI,167,0,1,99.4,0,0.6
N00002091,20579,Ardboe,95KK01,Cookstown,NI,326,1,8,97.3,0.3,2.4
N00002092,20580,Ardboe,95KK01,Cookstown,NI,195,0,1,99.5,0,0.5
N00002093,20581,Ardboe,95KK01,Cookstown,NI,203,0,4,98.1,0,1.9
N00002094,20582,Coagh,95KK02,Cookstown,NI,288,9,2,96.3,3,0.7
N00002095,20583,Coagh,95KK02,Cookstown,NI,163,0,0,100,0,0
N00002096,20584,Coagh,95KK02,Cookstown,NI,172,1,0,99.4,0.6,0
N00002097,20585,Coagh,95KK02,Cookstown,NI,129,1,3,97,0.8,2.3
N00002098,20586,Dunnamore,95KK03,Cookstown,NI,144,0,0,100,0,0
N00002099,20587,Dunnamore,95KK03,Cookstown,NI,144,1,0,99.3,0.7,0
N00002100,20588,Dunnamore,95KK03,Cookstown,NI,158,0,2,98.8,0,1.3
N00002101,20589,Dunnamore,95KK03,Cookstown,NI,164,0,2,98.8,0,1.2
N00002102,20590,Dunnamore,95KK03,Cookstown,NI,146,0,0,100,0,0
N00002103,20591,Gortalowry,95KK04,Cookstown,NI,266,9,0,96.7,3.3,0
N00002104,20592,Gortalowry,95KK04,Cookstown,NI,118,6,0,95.2,4.8,0
N00002105,20593,Gortalowry,95KK04,Cookstown,NI,157,3,0,98.1,1.9,0
N00002106,20594,Gortalowry,95KK04,Cookstown,NI,119,1,0,99.2,0.8,0
N00002107,20595,Gortalowry,95KK04,Cookstown,NI,170,6,0,96.6,3.4,0
N00002108,20596,Gortalowry,95KK04,Cookstown,NI,139,20,0,87.4,12.6,0
N00002109,20597,Killycolpy,95KK05,Cookstown,NI,163,0,1,99.4,0,0.6
N00002110,20598,Killycolpy,95KK05,Cookstown,NI,179,3,0,98.4,1.6,0
N00002111,20599,Killycolpy,95KK05,Cookstown,NI,161,1,3,97.6,0.6,1.8
N00002112,20600,Killycolpy,95KK05,Cookstown,NI,155,0,0,100,0,0
N00002113,20601,Killycolpy,95KK05,Cookstown,NI,176,1,0,99.4,0.6,0
N00002114,20602,Killymoon,95KK06,Cookstown,NI,140,10,0,93.3,6.7,0
N00002115,20603,Killymoon,95KK06,Cookstown,NI,115,5,0,95.8,4.2,0
N00002116,20604,Killymoon,95KK06,Cookstown,NI,112,9,0,92.6,7.4,0
N00002117,20605,Killymoon,95KK06,Cookstown,NI,120,0,0,100,0,0
N00002118,20606,Killymoon,95KK06,Cookstown,NI,135,1,0,99.3,0.7,0
N00002119,20607,Killymoon,95KK06,Cookstown,NI,102,12,0,89.5,10.5,0
N00002120,20608,Lissan,95KK07,Cookstown,NI,113,0,0,100,0,0
N00002121,20609,Lissan,95KK07,Cookstown,NI,155,0,0,100,0,0
N00002122,20610,Lissan,95KK07,Cookstown,NI,155,1,3,97.5,0.6,1.9
N00002123,20611,Lissan,95KK07,Cookstown,NI,151,0,0,100,0,0
N00002124,20612,Lissan,95KK07,Cookstown,NI,121,0,0,100,0,0
N00002125,20613,Moneymore,95KK08,Cookstown,NI,505,4,2,98.8,0.8,0.4
N00002126,20614,Moneymore,95KK08,Cookstown,NI,174,1,0,99.4,0.6,0
N00002127,20615,Moneymore,95KK08,Cookstown,NI,317,16,0,95.2,4.8,0
N00002128,20616,Newbuildings,95KK09,Cookstown,NI,332,19,0,94.6,5.4,0
N00002129,20617,Newbuildings,95KK09,Cookstown,NI,376,113,0,76.9,23.1,0
N00002130,20618,Newbuildings,95KK09,Cookstown,NI,152,36,1,80.4,19,0.5
N00002131,20619,Oaklands,95KK10,Cookstown,NI,140,0,1,99.3,0,0.7
N00002132,20620,Oaklands,95KK10,Cookstown,NI,121,0,0,100,0,0
N00002133,20621,Oaklands,95KK10,Cookstown,NI,181,1,1,98.9,0.5,0.5
N00002134,20622,Oaklands,95KK10,Cookstown,NI,129,0,1,99.2,0,0.8
N00002135,20623,Oaklands,95KK10,Cookstown,NI,158,0,6,96.3,0,3.7
N00002136,20624,Oldtown,95KK11,Cookstown,NI,143,11,0,92.9,7.1,0
N00002137,20625,Oldtown,95KK11,Cookstown,NI,118,1,0,99.2,0.8,0
N00002138,20626,Oldtown,95KK11,Cookstown,NI,125,10,0,92.6,7.4,0
N00002139,20627,Oldtown,95KK11,Cookstown,NI,249,2,0,99.2,0.8,0
N00002140,20628,Oldtown,95KK11,Cookstown,NI,119,1,0,99.2,0.8,0
N00002141,20629,Oldtown,95KK11,Cookstown,NI,116,6,0,95.1,4.9,0
N00002142,20630,Oldtown,95KK11,Cookstown,NI,109,6,0,94.8,5.2,0
N00002143,20631,Pomeroy,95KK12,Cookstown,NI,150,0,0,100,0,0
N00002144,20632,Pomeroy,95KK12,Cookstown,NI,202,2,0,99,1,0
N00002145,20633,Pomeroy,95KK12,Cookstown,NI,159,0,0,100,0,0
N00002146,20634,Pomeroy,95KK12,Cookstown,NI,158,13,2,91.3,7.5,1.2
N00002147,20635,Pomeroy,95KK12,Cookstown,NI,160,2,0,98.8,1.2,0
N00002148,20636,Sandholes,95KK13,Cookstown,NI,141,1,1,98.6,0.7,0.7
N00002149,20637,Sandholes,95KK13,Cookstown,NI,145,0,0,100,0,0
N00002150,20638,Sandholes,95KK13,Cookstown,NI,136,0,0,100,0,0
N00002151,20639,Sandholes,95KK13,Cookstown,NI,107,0,0,100,0,0
N00002152,20640,Sandholes,95KK13,Cookstown,NI,132,1,0,99.2,0.8,0
N00002153,20641,Stewartstown,95KK14,Cookstown,NI,146,0,2,98.6,0,1.4
N00002154,20642,Stewartstown,95KK14,Cookstown,NI,139,1,1,98.6,0.7,0.7
N00002155,20643,Stewartstown,95KK14,Cookstown,NI,154,0,0,100,0,0
N00002156,20644,Stewartstown,95KK14,Cookstown,NI,142,11,1,92.2,7.1,0.6
N00002157,20645,Stewartstown,95KK14,Cookstown,NI,134,7,0,95,5,0
N00002158,20646,The Loop,95KK15,Cookstown,NI,150,1,1,98.7,0.7,0.7
N00002159,20647,The Loop,95KK15,Cookstown,NI,172,1,1,98.9,0.6,0.6
N00002160,20648,The Loop,95KK15,Cookstown,NI,146,0,0,100,0,0
N00002161,20649,The Loop,95KK15,Cookstown,NI,171,1,0,99.4,0.6,0
N00002162,20650,The Loop,95KK15,Cookstown,NI,149,0,0,100,0,0
N00002163,20651,The Loop,95KK15,Cookstown,NI,213,0,0,100,0,0
N00002164,20652,Tullagh,95KK16,Cookstown,NI,122,7,0,94.6,5.4,0
N00002165,20653,Tullagh,95KK16,Cookstown,NI,115,6,0,95,5,0
N00002166,20654,Tullagh,95KK16,Cookstown,NI,123,0,0,100,0,0
N00002167,20655,Tullagh,95KK16,Cookstown,NI,119,39,0,75.3,24.7,0
N00002168,20656,Tullagh,95KK16,Cookstown,NI,112,1,0,99.1,0.9,0
N00002169,20657,Tullagh,95KK16,Cookstown,NI,166,37,0,81.8,18.2,0
N00002170,20658,Aghagallon,95LL01,Craigavon,NI,129,1,0,99.2,0.8,0
N00002171,20659,Aghagallon,95LL01,Craigavon,NI,161,9,0,94.7,5.3,0
N00002172,20660,Aghagallon,95LL01,Craigavon,NI,193,0,0,100,0,0
N00002173,20661,Aghagallon,95LL01,Craigavon,NI,156,0,2,98.7,0,1.3
N00002174,20662,Aghagallon,95LL01,Craigavon,NI,177,0,1,99.4,0,0.6
N00002175,20663,Aghagallon,95LL01,Craigavon,NI,254,0,0,100,0,0
N00002176,20664,Aghagallon,95LL01,Craigavon,NI,171,7,0,96.1,3.9,0
N00002177,20665,Aghagallon,95LL01,Craigavon,NI,180,1,4,97.3,0.5,2.2
N00002178,20666,Aghagallon,95LL01,Craigavon,NI,170,0,1,99.4,0,0.6
N00002179,20667,Annagh,95LL02,Craigavon,NI,149,2,0,98.7,1.3,0
N00002180,20668,Annagh,95LL02,Craigavon,NI,116,2,0,98.3,1.7,0
N00002181,20669,Annagh,95LL02,Craigavon,NI,250,0,1,99.6,0,0.4
N00002182,20670,Annagh,95LL02,Craigavon,NI,143,0,1,99.3,0,0.7
N00002183,20671,Annagh,95LL02,Craigavon,NI,112,100,0,52.8,47.2,0
N00002184,20672,Annagh,95LL02,Craigavon,NI,122,42,0,74.4,25.6,0
N00002185,20673,Annagh,95LL02,Craigavon,NI,212,46,0,82.2,17.8,0
N00002186,20674,Annagh,95LL02,Craigavon,NI,127,4,0,96.9,3.1,0
N00002187,20675,Annagh,95LL02,Craigavon,NI,109,17,0,86.5,13.5,0
N00002188,20676,Ballybay,95LL03,Craigavon,NI,74,42,0,63.8,36.2,0
N00002189,20677,Ballybay,95LL03,Craigavon,NI,92,25,0,78.6,21.4,0
N00002190,20678,Ballybay,95LL03,Craigavon,NI,190,41,0,82.3,17.7,0
N00002191,20679,Ballybay,95LL03,Craigavon,NI,92,20,0,82.1,17.9,0
N00002192,20680,Ballybay,95LL03,Craigavon,NI,207,1,3,98.1,0.5,1.4
N00002193,20681,Ballybay,95LL03,Craigavon,NI,96,23,0,80.7,19.3,0
N00002194,20682,Ballybay,95LL03,Craigavon,NI,77,50,0,60.6,39.4,0
N00002195,20683,Ballybay,95LL03,Craigavon,NI,113,21,0,84.3,15.7,0
N00002196,20684,Ballyoran,95LL04,Craigavon,NI,210,1,2,98.6,0.5,0.9
N00002197,20685,Ballyoran,95LL04,Craigavon,NI,221,1,0,99.5,0.5,0
N00002198,20686,Ballyoran,95LL04,Craigavon,NI,117,3,0,97.5,2.5,0
N00002199,20687,Ballyoran,95LL04,Craigavon,NI,125,0,0,100,0,0
N00002200,20688,Ballyoran,95LL04,Craigavon,NI,162,1,0,99.4,0.6,0
N00002201,20689,Ballyoran,95LL04,Craigavon,NI,122,0,0,100,0,0
N00002202,20690,Ballyoran,95LL04,Craigavon,NI,165,1,0,99.4,0.6,0
N00002203,20691,Bleary,95LL05,Craigavon,NI,429,3,0,99.3,0.7,0
N00002204,20692,Bleary,95LL05,Craigavon,NI,167,1,0,99.4,0.6,0
N00002205,20693,Bleary,95LL05,Craigavon,NI,255,1,0,99.6,0.4,0
N00002206,20694,Bleary,95LL05,Craigavon,NI,132,0,0,100,0,0
N00002207,20695,Bleary,95LL05,Craigavon,NI,118,1,0,99.2,0.8,0
N00002208,20696,Bleary,95LL05,Craigavon,NI,127,2,0,98.4,1.6,0
N00002209,20697,Bleary,95LL05,Craigavon,NI,122,0,0,100,0,0
N00002210,20698,Bleary,95LL05,Craigavon,NI,142,2,0,98.6,1.4,0
N00002211,20699,Brownstown,95LL06,Craigavon,NI,110,23,0,82.7,17.3,0
N00002212,20700,Brownstown,95LL06,Craigavon,NI,110,1,0,99.1,0.9,0
N00002213,20701,Brownstown,95LL06,Craigavon,NI,313,4,0,98.7,1.3,0
N00002214,20702,Brownstown,95LL06,Craigavon,NI,140,0,0,100,0,0
N00002215,20703,Brownstown,95LL06,Craigavon,NI,96,36,0,72.7,27.3,0
N00002216,20704,Brownstown,95LL06,Craigavon,NI,116,15,0,88.5,11.5,0
N00002217,20705,Brownstown,95LL06,Craigavon,NI,91,26,0,77.8,22.2,0
N00002218,20706,Brownstown,95LL06,Craigavon,NI,114,3,0,97.4,2.6,0
N00002219,20707,Brownstown,95LL06,Craigavon,NI,117,2,0,98.3,1.7,0
N00002220,20708,Brownstown,95LL06,Craigavon,NI,177,4,0,97.8,2.2,0
N00002221,20709,Church,95LL07,Craigavon,NI,202,1,0,99.5,0.5,0
N00002222,20710,Church,95LL07,Craigavon,NI,107,23,0,82.3,17.7,0
N00002223,20711,Church,95LL07,Craigavon,NI,39,35,0,52.7,47.3,0
N00002224,20712,Church,95LL07,Craigavon,NI,92,9,0,91.1,8.9,0
N00002225,20713,Church,95LL07,Craigavon,NI,161,41,0,79.7,20.3,0
N00002226,20714,Church,95LL07,Craigavon,NI,104,2,0,98.1,1.9,0
N00002227,20715,Church,95LL07,Craigavon,NI,110,5,0,95.7,4.3,0
N00002228,20716,Church,95LL07,Craigavon,NI,128,0,0,100,0,0
N00002229,20717,Corcrain,95LL08,Craigavon,NI,301,49,0,86,14,0
N00002230,20718,Corcrain,95LL08,Craigavon,NI,115,7,0,94.3,5.7,0
N00002231,20719,Corcrain,95LL08,Craigavon,NI,150,1,0,99.3,0.7,0
N00002232,20720,Corcrain,95LL08,Craigavon,NI,317,27,1,91.9,7.8,0.3
N00002233,20721,Corcrain,95LL08,Craigavon,NI,147,7,0,95.5,4.5,0
N00002234,20722,Corcrain,95LL08,Craigavon,NI,105,23,0,82,18,0
N00002235,20723,Corcrain,95LL08,Craigavon,NI,145,3,0,98,2,0
N00002236,20724,Court,95LL09,Craigavon,NI,256,107,0,70.5,29.5,0
N00002237,20725,Court,95LL09,Craigavon,NI,120,16,0,88.2,11.8,0
N00002238,20726,Court,95LL09,Craigavon,NI,105,4,0,96.3,3.7,0
N00002239,20727,Court,95LL09,Craigavon,NI,99,14,0,87.6,12.4,0
N00002240,20728,Court,95LL09,Craigavon,NI,107,41,0,72.3,27.7,0
N00002241,20729,Court,95LL09,Craigavon,NI,94,28,0,77,23,0
N00002242,20730,Court,95LL09,Craigavon,NI,119,3,0,97.5,2.5,0
N00002243,20731,Court,95LL09,Craigavon,NI,60,70,0,46.2,53.8,0
N00002244,20732,Court,95LL09,Craigavon,NI,120,0,0,100,0,0
N00002245,20733,Court,95LL09,Craigavon,NI,103,27,0,79.2,20.8,0
N00002246,20734,Derrytrasna,95LL10,Craigavon,NI,151,1,0,99.3,0.7,0
N00002247,20735,Derrytrasna,95LL10,Craigavon,NI,144,7,1,94.7,4.6,0.7
N00002248,20736,Derrytrasna,95LL10,Craigavon,NI,249,4,0,98.4,1.6,0
N00002249,20737,Derrytrasna,95LL10,Craigavon,NI,181,1,0,99.5,0.5,0
N00002250,20738,Derrytrasna,95LL10,Craigavon,NI,116,2,0,98.3,1.7,0
N00002251,20739,Derrytrasna,95LL10,Craigavon,NI,137,1,0,99.3,0.7,0
N00002252,20740,Derrytrasna,95LL10,Craigavon,NI,270,0,4,98.5,0,1.5
N00002253,20741,Derrytrasna,95LL10,Craigavon,NI,131,0,3,97.8,0,2.2
N00002254,20742,Derrytrasna,95LL10,Craigavon,NI,160,51,0,75.8,24.2,0
N00002255,20743,Derrytrasna,95LL10,Craigavon,NI,187,2,0,98.9,1.1,0
N00002256,20744,Donaghcloney,95LL11,Craigavon,NI,174,0,1,99.4,0,0.6
N00002257,20745,Donaghcloney,95LL11,Craigavon,NI,144,0,0,100,0,0
N00002258,20746,Donaghcloney,95LL11,Craigavon,NI,133,0,0,100,0,0
N00002259,20747,Donaghcloney,95LL11,Craigavon,NI,160,8,0,95.2,4.8,0
N00002260,20748,Donaghcloney,95LL11,Craigavon,NI,315,2,1,99.1,0.6,0.3
N00002261,20749,Donaghcloney,95LL11,Craigavon,NI,239,0,0,100,0,0
N00002262,20750,Donaghcloney,95LL11,Craigavon,NI,173,1,0,99.4,0.6,0
N00002263,20751,Donaghcloney,95LL11,Craigavon,NI,166,2,0,98.8,1.2,0
N00002264,20752,Drumgask,95LL12,Craigavon,NI,236,24,0,90.8,9.2,0
N00002265,20753,Drumgask,95LL12,Craigavon,NI,220,2,0,99.1,0.9,0
N00002266,20754,Drumgask,95LL12,Craigavon,NI,108,1,0,99.1,0.9,0
N00002267,20755,Drumgask,95LL12,Craigavon,NI,172,3,0,98.3,1.7,0
N00002268,20756,Drumgask,95LL12,Craigavon,NI,283,13,0,95.6,4.4,0
N00002269,20757,Drumgask,95LL12,Craigavon,NI,114,4,0,96.6,3.4,0
N00002270,20758,Drumgask,95LL12,Craigavon,NI,125,0,0,100,0,0
N00002271,20759,Drumgask,95LL12,Craigavon,NI,112,1,1,98.2,0.9,0.9
N00002272,20760,Drumgask,95LL12,Craigavon,NI,99,1,1,98,1,1
N00002273,20761,Drumgor,95LL13,Craigavon,NI,215,6,0,97.3,2.7,0
N00002274,20762,Drumgor,95LL13,Craigavon,NI,93,7,0,93,7,0
N00002275,20763,Drumgor,95LL13,Craigavon,NI,103,8,0,92.8,7.2,0
N00002276,20764,Drumgor,95LL13,Craigavon,NI,123,0,1,99.2,0,0.8
N00002277,20765,Drumgor,95LL13,Craigavon,NI,215,9,28,85.3,3.6,11.1
N00002278,20766,Drumgor,95LL13,Craigavon,NI,141,2,0,98.6,1.4,0
N00002279,20767,Drumgor,95LL13,Craigavon,NI,93,28,0,76.9,23.1,0
